change_id	line_id	master_pdf_page	before	after	old_substring	new_substring	category	reason	confidence	evidence	source_authority	source_sha256	canonical_Arabic_changed	status
S01-R3-049	AB01-PDF0066-body-L026	66	versio Platonis et textus Arabicus: « Et otrosí si ovieres mester de tomar con ellas su altura	versio Platonis et textus Arabicus: « Et otrosí si ovieres mester de tommar con ellas su altura	de tomar	de tommar	digital_transcription	Restore both printed m letters in the historical Spanish quotation.	high	history/interrupted_reread/qa/triage_contact_105-112.png T108	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-050	AB01-PDF0066-notes_left-L001	66	(1) <i>Yusuf ben Ibrahim und Ahmed ben Yusuf</i>,	(1) <i>Jusuf ben Ibrahim und Ahmed ben Jusuf</i>,	Yusuf ben Ibrahim und Ahmed ben Yusuf	Jusuf ben Ibrahim und Ahmed ben Jusuf	digital_transcription	The cited German title prints J in both names; restore both instances.	high	history/interrupted_reread/qa/triage_contact_105-112.png T109	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-051	AB01-PDF0066-notes_left-L011	66	(5) <i>Bibliotheca Hispana vetus auctore</i> D. <n>Ni-	(5) <i>Bibliotheca Hispana vetus autore</i> D. <n>Ni-	auctore	autore	digital_transcription	The bibliographic title prints autore without c; preserve the witness.	high	history/interrupted_reread/qa/triage_contact_105-112.png T110	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-052	AB01-PDF0067-body-L023	67	« bien redonda y bien fecha y bien certa de qual tamanno quisieres y faz en ella dos polos	« bien redonda y bien fecha y bien certa de qual tamano quisieres y faz en ella dos polos	tamanno	tamano	digital_transcription	The source has one unaccented n; remove the inserted n without replacing it by a modern ñ.	high	history/interrupted_reread/qa/proof_111_native.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-053	AB01-PDF0068-body-L013	68	« por dos medios y lajan se ellos mismos sobre dos puntos oppositarios los que son en el cerco	« por dos medios y tajan se ellos mismos sobre dos puntos oppositarios los que son en el cerco	lajan	tajan	digital_transcription	The initial letter has the printed t cross-stroke; no expansion of the historical quotation.	high	history/interrupted_reread/qa/triage_contact_113-120.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-054	AB01-PDF0068-body-L017	68	« y faz en la faz que es de dentro con un compas cerco que sea tamanno como un cerco de	« y faz en la faz que es de dentro con un compas cerco que sea tamano como un cerco de	tamanno	tamano	digital_transcription	One unaccented n is printed; do not substitute a modern ñ.	high	history/interrupted_reread/qa/triage_contact_113-120.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-055	AB01-PDF0069-body-L005	69	« subiere dellos sobre la faz de la spera y que sea el reboluimiento de la spera sobre los dos	« subere dellos sobre la faz de la spera y que sea el reboluimiento de la spera sobre los dos	subiere	subere	digital_transcription	The printed quotation has subere without i.	high	history/interrupted_reread/qa/triage_contact_113-120.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-056	AB01-PDF0070-body-L004	70	giani</i> [sic] <i>Almaruff Bilabeti</i>; ubi Algiorgiani seu al-Ǵorǵānī videtur corruptum ex al-	giani</i> [sic] <i>Almaruff Bilaabeti</i>; ubi Algiorgiani seu al-Ǵorǵānī videtur corruptum ex al-	Bilabeti	Bilaabeti	digital_transcription	Preserve the two printed a letters in the quoted manuscript title.	high	history/interrupted_reread/qa/triage_contact_113-120.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-057	AB01-PDF0070-body-L004	70	giani</i> [sic] <i>Almaruff Bilaabeti</i>; ubi Algiorgiani seu al-Ǵorǵānī videtur corruptum ex al-	giani</i> [sic] <i>Almaruff Bilaabeti</i>; ubi Algiorgiami seu al-Ǵorǵānī videtur corruptum ex al-	Algiorgiani	Algiorgiami	digital_transcription	The printed name has m, not n.	high	history/interrupted_reread/qa/triage_contact_113-120.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-058	AB01-PDF0070-body-L006	70	tuenda <i>al-ma‘rūf bi ’l-Battānī</i> « [nomine] al-Battānī notus ». Alter: <i>Effermeridi et il modo	tuenda <i>al-ma‘rūf bi ’l-Battānī</i> « [nomine] al-Battānī notus ». Alter: <i>Effemeridi et il modo	Effermeridi	Effemeridi	digital_transcription	Remove the unsupported first r in the historical Italian title.	high	history/interrupted_reread/qa/triage_contact_121-128.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-059	AB01-PDF0071-body-L013	71	perperam omissa, apud Platonem reperissem. Aliae mendae vero minoris momenti, praesertim	perperam omissa, apud Platonem repperissem. Aliae mendae vero minoris momenti, praesertim	reperissem	repperissem	digital_transcription	The source prints double p.	high	history/interrupted_reread/qa/triage_contact_121-128.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-060	AB01-PDF0072-body-L029	72	et res astronomo tritissimas iis qui litteris Arabicis vacant summopere arduas et intellectu	et res astronomo tritissimas iis qui litteris Arabicis vacent summopere arduas et intellectu	vacant	vacent	digital_transcription	Restore printed e; this is a transcription repair, not a grammatical emendation.	high	history/interrupted_reread/qa/triage_contact_121-128.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-061	AB01-PDF0075-body-L002	75	dit, anno 745 heg. (inc. 14 Maii 1344) obiit.	dit, anno 745 heg. (inc. 14 Maii 1314) obiit.	1344	1314	digital_transcription	The printed date is 1314; preserve it even though surrounding chronology may suggest a different date.	high	history/interrupted_reread/qa/triage_contact_121-128.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-062	AB01-PDF0075-body-L035	75	nr. 200 fert, ac falso dicitur esse <i>Nihāyat al-idrāk</i> a Quṭb ad-dīn ash-Shīrāzī conscripta).	nr. 290 fert, ac falso dicitur esse <i>Nihāyat al-idrāk</i> a Quṭb ad-dīn ash-Shīrāzī conscripta).	200	290	digital_transcription	Restore the printed catalogue number 290.	high	history/interrupted_reread/qa/triage_contact_129-136.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-063	AB01-PDF0078-body-L008	78	richtungen zu « Die Mathematiker und Astronomen der Araber und ihre Werke »</i> in	richtigungen zu « Die Mathematiker und Astronomen der Araber und ihre Werke »</i> in	richtungen	richtigungen	digital_transcription	Restore the missing ig in the continuation of the German title.	high	history/interrupted_reread/qa/triage_contact_137-144.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-064	AB01-PDF0079-body-L027	79	6,11, pro <i>his causis antiqui diviserunt: quia.....</i> l. <i>antiqui diviserunt, pluribus impellentes	6,11, pro <i>his causis antiqui diviserunt: quia.....</i> l. <i>antiqui diviserunt, pluribus innitentes	impellentes	innitentes	digital_transcription	Restore the actual printed correction lemma; do not apply the correction to its target page.	high	history/interrupted_reread/qa/triage_contact_137-144.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-065	AB01-PDF0080-body-L018	80	masius</n>, <i>De annis climactericis et antiqua astrologia diatribe</i>, Lugduni Batavorum	masius</n>, <i>De annis climactericis et antiqua astrologia diatribae</i>, Lugduni Batavorum	diatribe	diatribae	digital_transcription	Restore the printed book-title ending.	high	history/interrupted_reread/qa/triage_contact_137-144.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-066	AB01-PDF0081-body-L034	81	bent. Unum problematum libri <i>de sphaea</i>, cuius auctor <n>az-Zarqālī</n>, est: longitudinem	bent. Unum problematum libri <i>de saphaea</i>, cuius auctor <n>az-Zarqālī</n>, est: longitudinem	sphaea	saphaea	digital_transcription	Restore the printed instrument-name spelling.	high	history/interrupted_reread/qa/triage_contact_145-152.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-067	AB01-PDF0082-body-L029	82	« peritissimo et docto, qui in suo commento supra tabulas Toletanas per <n>Arzachelem</n>	« peritissimo et docto, qui in suo comento supra tabulas Toletanas per <n>Arzachelem</n>	commento	comento	digital_transcription	The quoted text prints one m.	high	history/interrupted_reread/qa/triage_contact_145-152.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-068	AB01-PDF0083-body-L003	83	incertam solstitiorum observationem, in calculo longitudinis apogaei solaris usum esse ob-	incertam solstitiorum observationem, in calculo longitudinis apogei solaris usum esse ob-	apogaei	apogei	digital_transcription	Restore the printed spelling without interpolated a.	high	history/interrupted_reread/qa/triage_contact_145-152.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-069	AB01-PDF0083-body-L006	83	-Zarqālī operum (quorum solus liber de sphaea, in versione Hispanica, typis excusus est)	-Zarqālī operum (quorum solus liber de saphaea, in versione Hispanica, typis excusus est)	sphaea	saphaea	digital_transcription	Restore the printed instrument-name spelling.	high	history/interrupted_reread/qa/triage_contact_145-152.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-070	AB01-PDF0087-body-L003	87	gruere; qua re non impossibile est initium codicum Laurentiani et Parisiensis, quo vox	gruere; qua re non impossibile est initium codicun Laurentiani et Parisiensis, quo vox	codicum	codicun	digital_transcription	The source visibly ends in n; retain the printed error rather than silently supplying Latin m.	high	history/interrupted_reread/qa/triage_contact_153-160.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-071	AB01-PDF0070-body-L004	70	giani</i> [sic] <i>Almaruff Bilaabeti</i>; ubi Algiorgiami seu al-Ǵorǵānī videtur corruptum ex al-	giami</i> [sic] <i>Almaruff Bilaabeti</i>; ubi Algiorgiami seu al-Ǵorǵānī videtur corruptum ex al-	giani</i>	giami</i>	digital_transcription	Restore printed mi in the line-initial continuation of the manuscript title.	high	history/interrupted_reread/qa/proof_120_native.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-072	AB01-PDF0037-body-L017	37	rores servant; opuscula sunt p. 89–93 (Centiloquium) et 100–102 (perperam in edd. 110–112!).	rores servant; opuscula sunt p. 89–93 (Centiloquium) et <glyph>AB01-PDF0037-G01</glyph> (perperam in edd. 110–112!).	100–102	<glyph>AB01-PDF0037-G01</glyph>	source_image_fallback	S01-U013: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0037-G01-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-073	AB01-PDF0040-notes_left-L020	40	(3) E Pehlvico <i>zīk</i>, Neo-persico <ar>زِگ</ar> <i>zīg</i>, i.	(3) E Pehlvico <i>zīk</i>, Neo-persico <glyph>AB01-PDF0040-G01</glyph> <i>zīg</i>, i.	<ar>زِگ</ar>	<glyph>AB01-PDF0040-G01</glyph>	source_image_fallback	S01-U004: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0040-G01-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-074	AB01-PDF0070-body-L021	70	accusativo <ar>جزوأً</ar>), <ar>ابطأ</ar> semper <ar>ابطى</ar>, sicut, radicali hamzah omissa, <ar>بدت</ar> et <ar>تهى</ar> loco <ar>بدأت</ar> et <ar>تَهَيَّأَ</ar> con-	accusativo <glyph>AB01-PDF0070-G02</glyph>), <ar>ابطأ</ar> semper <ar>ابطى</ar>, sicut, radicali hamzah omissa, <ar>بدت</ar> et <ar>تهى</ar> loco <ar>بدأت</ar> et <ar>تَهَيَّأَ</ar> con-	<ar>جزوأً</ar>	<glyph>AB01-PDF0070-G02</glyph>	source_image_fallback	S01-U008: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0070-G02-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-075	AB01-PDF0070-body-L021	70	accusativo <glyph>AB01-PDF0070-G02</glyph>), <ar>ابطأ</ar> semper <ar>ابطى</ar>, sicut, radicali hamzah omissa, <ar>بدت</ar> et <ar>تهى</ar> loco <ar>بدأت</ar> et <ar>تَهَيَّأَ</ar> con-	accusativo <glyph>AB01-PDF0070-G02</glyph>), <ar>ابطأ</ar> semper <ar>ابطى</ar>, sicut, radicali hamzah omissa, <ar>بدت</ar> et <ar>تهى</ar> loco <ar>بدأت</ar> et <glyph>AB01-PDF0070-G03</glyph> con-	<ar>تَهَيَّأَ</ar>	<glyph>AB01-PDF0070-G03</glyph>	source_image_fallback	S01-U008: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0070-G03-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-076	AB01-PDF0070-body-L025	70	<ar>ابدى</ar> pro <ar>ابدأ</ar>, et <ar>سوى</ar> pro <ar>سواء</ar>. Ita <ar>تلقا</ar> pro <ar>تَلَقَّى</ar> et <ar>تِلْقَاء</ar> reperitur. Saepe, in verbis ultimae <ar>ي</ar>,	<ar>ابدى</ar> pro <ar>ابدأ</ar>, et <ar>سوى</ar> pro <ar>سواء</ar>. Ita <ar>تلقا</ar> pro <ar>تَلَقَّى</ar> et <glyph>AB01-PDF0070-G04</glyph> reperitur. Saepe, in verbis ultimae <ar>ي</ar>,	<ar>تِلْقَاء</ar>	<glyph>AB01-PDF0070-G04</glyph>	source_image_fallback	S01-U008: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0070-G04-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-077	AB01-PDF0070-body-L026	70	vocalis brevis finalis indicatur littera <i>yā’</i>, ut <ar>سمى</ar> pro <ar>سَمِّ</ar>, <ar>تليه</ar> pro <ar>تَلِهِ</ar>; item semper <ar>ثواني</ar> pro	vocalis brevis finalis indicatur littera <i>yā’</i>, ut <ar>سمى</ar> pro <ar>سَمِّ</ar>, <ar>تليه</ar> pro <glyph>AB01-PDF0070-G05</glyph>; item semper <ar>ثواني</ar> pro	<ar>تَلِهِ</ar>	<glyph>AB01-PDF0070-G05</glyph>	source_image_fallback	S01-U008: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0070-G05-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-078	AB01-PDF0070-body-L025	70	<ar>ابدى</ar> pro <ar>ابدأ</ar>, et <ar>سوى</ar> pro <ar>سواء</ar>. Ita <ar>تلقا</ar> pro <ar>تَلَقَّى</ar> et <glyph>AB01-PDF0070-G04</glyph> reperitur. Saepe, in verbis ultimae <ar>ي</ar>,	<ar>ابدى</ar> pro <ar>ابدأ</ar>, et <ar>سوى</ar> pro <ar>سواء</ar>. Ita <ar>تلقا</ar> pro <glyph>AB01-PDF0070-G06</glyph> et <glyph>AB01-PDF0070-G04</glyph> reperitur. Saepe, in verbis ultimae <ar>ي</ar>,	<ar>تَلَقَّى</ar>	<glyph>AB01-PDF0070-G06</glyph>	source_image_fallback	S01-U008: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0070-G06-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-079	AB01-PDF0070-body-L026	70	vocalis brevis finalis indicatur littera <i>yā’</i>, ut <ar>سمى</ar> pro <ar>سَمِّ</ar>, <ar>تليه</ar> pro <glyph>AB01-PDF0070-G05</glyph>; item semper <ar>ثواني</ar> pro	vocalis brevis finalis indicatur littera <i>yā’</i>, ut <ar>سمى</ar> pro <glyph>AB01-PDF0070-G07</glyph>, <ar>تليه</ar> pro <glyph>AB01-PDF0070-G05</glyph>; item semper <ar>ثواني</ar> pro	<ar>سَمِّ</ar>	<glyph>AB01-PDF0070-G07</glyph>	source_image_fallback	S01-U008: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0070-G07-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-080	AB01-PDF0079-body-L021	79	XV, adn. 3: in nonnullis exemplaribus <i>Subbī</i> et <ar>الصَّباء</ar> pro <i>Ṣubbī</i> et <ar>الصُّبَّاء</ar> impressum est.	XV, adn. 3: in nonnullis exemplaribus <i>Subbī</i> et <glyph>AB01-PDF0079-G01</glyph> pro <i>Ṣubbī</i> et <ar>الصُّبَّاء</ar> impressum est.	<ar>الصَّباء</ar>	<glyph>AB01-PDF0079-G01</glyph>	source_image_fallback	S01-U009: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0079-G01-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-081	AB01-PDF0079-body-L021	79	XV, adn. 3: in nonnullis exemplaribus <i>Subbī</i> et <glyph>AB01-PDF0079-G01</glyph> pro <i>Ṣubbī</i> et <ar>الصُّبَّاء</ar> impressum est.	XV, adn. 3: in nonnullis exemplaribus <i>Subbī</i> et <glyph>AB01-PDF0079-G01</glyph> pro <i>Ṣubbī</i> et <glyph>AB01-PDF0079-G02</glyph> impressum est.	<ar>الصُّبَّاء</ar>	<glyph>AB01-PDF0079-G02</glyph>	source_image_fallback	S01-U009: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0079-G02-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-082	AB01-PDF0080-body-L026	80	29,36, pro <i>terrestrium</i> l. <i>terrestrium</i>.	29,36, pro <glyph>AB01-PDF0080-G01</glyph> l. <i>terrestrium</i>.	pro <i>terrestrium</i>	pro <glyph>AB01-PDF0080-G01</glyph>	source_image_fallback	S01-U010: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0080-G01-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-083	AB01-PDF0084-body-L028	84	<ar>خُذِ المرآةَ واختبِرْ نُجُومًا</ar>     <ar>تُمِرُّ بِمَطْعَمِ الأَرْيِ المَشُورِ</ar>	<glyph>AB01-PDF0084-G01</glyph>	<ar>خُذِ المرآةَ واختبِرْ نُجُومًا</ar>     <ar>تُمِرُّ بِمَطْعَمِ الأَرْيِ المَشُورِ</ar>	<glyph>AB01-PDF0084-G01</glyph>	source_image_fallback	S01-U012: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0084-G01-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-084	AB01-PDF0084-body-L029	84	<ar>تَدُلُّ على الحِمام بلا ارتيابِ</ar>     <ar>ولكن لا تَدُلَّ على النُّشُورِ</ar>	<glyph>AB01-PDF0084-G02</glyph>	<ar>تَدُلُّ على الحِمام بلا ارتيابِ</ar>     <ar>ولكن لا تَدُلَّ على النُّشُورِ</ar>	<glyph>AB01-PDF0084-G02</glyph>	source_image_fallback	S01-U012: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0084-G02-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-085	AB01-PDF0086-body-L013	86	bitur: <i>Incipiunt precipua iudicia et sunt 50.</i>	bitur: <i>Incipiunt <glyph>AB01-PDF0086-G01</glyph> iudicia et sunt 50.</i>	precipua	<glyph>AB01-PDF0086-G01</glyph>	source_image_fallback	S01-U014: withdraw the uncertain character-level representation in favor of an exact native source-image object. Earlier proposed text remains in immutable history and this change ledger; no historical correction is silently supplied.	high for pixel preservation; character-level interpretation remains unresolved	source/raw/AB01-PDF0086-G01-raw.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
